bab_order,bab_label,bab_title,fasl,article_title,article_number,article_number_label,article_number_int,article_text,source_url,searchable_text,text_len,article_status
3,الباب الثالث,توظيف غير السعوديين,,المادة الرابعة والثلاثون:,الرابعة والثلاثون,34,34,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوباً من جهة أخرى لممارسة العمل أو المهنة .,https://www.hrsd.gov.sa/node/5575987,الباب الثالث - توظيف غير السعوديين - - المادة الرابعة والثلاثون: - لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوباً من جهة أخرى لممارسة العمل أو المهنة .,103,active
3,الباب الثالث,توظيف غير السعوديين,,المادة الخامسة والثلاثون:,الخامسة والثلاثون,35,35,للوزارة -لاعتبارات تقدرها- أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة، وأيًّا من الاشتراطات أو الضوابط الأخرى الواردة في اللائحة. وتبين اللائحة الإجراءات التي تكفل عدم تأثر العامل من عدم تجديد رخصة العمل، بما في ذلك إمكانية نقل خدمة العامل إلى صاحب عمل آخر دون موافقة صاحب العمل المخالف.,https://www.hrsd.gov.sa/node/5575987,الباب الثالث - توظيف غير السعوديين - - المادة الخامسة والثلاثون: - للوزارة -لاعتبارات تقدرها- أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة، وأيًّا من الاشتراطات أو الضوابط الأخرى الواردة في اللائحة. وتبين اللائحة الإجراءات التي تكفل عدم تأثر العامل من عدم تجديد رخصة العمل، بما في ذلك إمكانية نقل خدمة العامل إلى صاحب عمل آخر دون موافقة صاحب العمل المخالف.,343,active
3,الباب الثالث,توظيف غير السعوديين,,المادة السادسة والثلاثون :,السادسة والثلاثون,36,36,على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها .,https://www.hrsd.gov.sa/node/5575987,الباب الثالث - توظيف غير السعوديين - - المادة السادسة والثلاثون : - على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها .,84,active
3,الباب الثالث,توظيف غير السعوديين,,المادة السابعة والثلاثون :,السابعة والثلاثون,37,37,يجب أن يكون عقد عمل غير السعودي مكتوباً ومحدد المدة. وإذا خلا العقد من بيان مدته تعد مدته (سنة) من تاريخ مباشرة العامل الفعلية، وإذا استمر العمل بعد انتهاء هذه المدة، عُدَّ متجدداً لمدة مماثلة.,https://www.hrsd.gov.sa/node/5575987,الباب الثالث - توظيف غير السعوديين - - المادة السابعة والثلاثون : - يجب أن يكون عقد عمل غير السعودي مكتوباً ومحدد المدة. وإذا خلا العقد من بيان مدته تعد مدته (سنة) من تاريخ مباشرة العامل الفعلية، وإذا استمر العمل بعد انتهاء هذه المدة، عُدَّ متجدداً لمدة مماثلة.,193,active
3,الباب الثالث,توظيف غير السعوديين,,المادة الثامنة والثلاثون :,الثامنة والثلاثون,38,38,لا يجوز لصاحب العمل توظيف العامل في مهنة غير المهنة المدونة في رخصة عمله ، ويحظر على العامل الاشتغال في غير مهنته قبل اتخاذ الإجراءات النظامية لتغيير المهنة .,https://www.hrsd.gov.sa/node/5575987,الباب الثالث - توظيف غير السعوديين - - المادة الثامنة والثلاثون : - لا يجوز لصاحب العمل توظيف العامل في مهنة غير المهنة المدونة في رخصة عمله ، ويحظر على العامل الاشتغال في غير مهنته قبل اتخاذ الإجراءات النظامية لتغيير المهنة .,158,active
3,الباب الثالث,توظيف غير السعوديين,,المادة التاسعة والثلاثون:,التاسعة والثلاثون,39,39,لا يجوز -بغير اتباع القواعد والإجراءات النظامية المقررة- أن يترك صاحب العمل عامله يعمل لدى الغير أو يعمل لحسابه الخاص، ولا يجوز للعامل أن يعمل لدى صاحب عمل آخر أو لحسابه الخاص، ولا يجوز لصاحب العمل توظيف عامل غيره، وتتولى الوزارة التفتيش على المنشآت، وضبط مخالفات هذا النظام، واتخاذ ما يلزم لتطبيق العقوبات المقررة بموجبه، ومن ثم إحالة ما يدخل في اختصاص وزارة الداخلية إليها لاتخاذ ما تراه وفق الأحكام المقررة نظامًا. كما تُحيل وزارة الداخلية -في حال ضبطها مخالفات تتصل بالأحكام المقررة لديها نظاماً- بيانات أصحاب العمل المخالفين لحكم هذه المادة إلى وزارة الموارد البشرية والتنمية الاجتماعية؛ لتطبيق العقوبات المقررة بموجب هذا النظام.,https://www.hrsd.gov.sa/node/5575987,الباب الثالث - توظيف غير السعوديين - - المادة التاسعة والثلاثون: - لا يجوز -بغير اتباع القواعد والإجراءات النظامية المقررة- أن يترك صاحب العمل عامله يعمل لدى الغير أو يعمل لحسابه الخاص، ولا يجوز للعامل أن يعمل لدى صاحب عمل آخر أو لحسابه الخاص، ولا يجوز لصاحب العمل توظيف عامل غيره، وتتولى الوزارة التفتيش على المنشآت، وضبط مخالفات هذا النظام، واتخاذ ما يلزم لتطبيق العقوبات المقررة بموجبه، ومن ثم إحالة ما يدخل في اختصاص وزارة الداخلية إليها لاتخاذ ما تراه وفق الأحكام المقررة نظامًا. كما تُحيل وزارة الداخلية -في حال ضبطها مخالفات تتصل بالأحكام المقررة لديها نظاماً- بيانات أصحاب العمل المخالفين لحكم هذه المادة إلى وزارة الموارد البشرية والتنمية الاجتماعية؛ لتطبيق العقوبات المقررة بموجب هذا النظام.,634,active
3,الباب الثالث,توظيف غير السعوديين,,المادة الأربعون:,الأربعون,40,40,يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما، وما يترتب على تأخير ذلك من غرامات يتسبب بها صاحب العمل، ورسوم تغيير المهنة، والخروج والعودة، وتذكرة عودة العامل إلى موطنه بعد انتهاء العلاقة بين الطرفين. يتحمل العامل تكاليف عودته إلى بلده في حالة عدم صلاحيته للعمل أو إذا رغب في العودة دون سبب مشروع . يتحمل صاحب العمل رسوم نقل خدمات العامل الذي يرغب في نقل خدماته إليه . يلزم صاحب العمل بنفقات تجهيز جثمان العامل ونقله إلى الجهة التي أبرم فيها العقد أو استقدم العامل منها ، مالم يدفن بموافقة ذويه داخل المملكة . ويعفى صاحب العمل في حالة إلتزام المؤسسة العامة للتأمينات الاجتماعية بذلك .,https://www.hrsd.gov.sa/node/5575987,الباب الثالث - توظيف غير السعوديين - - المادة الأربعون: - يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما، وما يترتب على تأخير ذلك من غرامات يتسبب بها صاحب العمل، ورسوم تغيير المهنة، والخروج والعودة، وتذكرة عودة العامل إلى موطنه بعد انتهاء العلاقة بين الطرفين. يتحمل العامل تكاليف عودته إلى بلده في حالة عدم صلاحيته للعمل أو إذا رغب في العودة دون سبب مشروع . يتحمل صاحب العمل رسوم نقل خدمات العامل الذي يرغب في نقل خدماته إليه . يلزم صاحب العمل بنفقات تجهيز جثمان العامل ونقله إلى الجهة التي أبرم فيها العقد أو استقدم العامل منها ، مالم يدفن بموافقة ذويه داخل المملكة . ويعفى صاحب العمل في حالة إلتزام المؤسسة العامة للتأمينات الاجتماعية بذلك .,624,active
3,الباب الثالث,توظيف غير السعوديين,,المادة الحادية والأربعون:,الحادية والأربعون,41,41,تحدد اللائحة شروط الاستقدام، ونقل الخدمات ، وتغيير المهنة ، وضوابط ذلك وإجراءاته.,https://www.hrsd.gov.sa/node/5575987,الباب الثالث - توظيف غير السعوديين - - المادة الحادية والأربعون: - تحدد اللائحة شروط الاستقدام، ونقل الخدمات ، وتغيير المهنة ، وضوابط ذلك وإجراءاته.,81,active
4,الباب الرابع,التدريب والتأهيل,الفصل الأول,المادة الثانية والأربعون:,الثانية والأربعون,42,42,على كل صاحب عمل وضع سياسة لتدريب عماله السعوديين وتأهيلهم، من أجل رفع مهاراتهم وتحسين مستواهم في الأعمال الفنية والإدارية والمهنية وغيرها. وتحدد اللائحة الأحكام المتصلة بذلك.,https://www.hrsd.gov.sa/node/5575994,الباب الرابع - التدريب والتأهيل - الفصل الأول - المادة الثانية والأربعون: - على كل صاحب عمل وضع سياسة لتدريب عماله السعوديين وتأهيلهم، من أجل رفع مهاراتهم وتحسين مستواهم في الأعمال الفنية والإدارية والمهنية وغيرها. وتحدد اللائحة الأحكام المتصلة بذلك.,174,active
4,الباب الرابع,التدريب والتأهيل,الفصل الأول,المادة الثالثة والأربعون:,الثالثة والأربعون,43,43,دون إخلال بما تنص عليه اتفاقيات الامتياز وغيرها من الاتفاقيات من شروط وقواعد خاصة بالتدريب والتأهيل ورفع المهارات؛ على كل صاحب عمل أن يؤهل أو يدرب على أعماله من عماله السعوديين النسبة التي تُحدد بقرار من الوزير، ويدخل ضمن هذه النسبة العمال السعوديون الذين يكملون دراساتهم إذا كان صاحب العمل يتحمل تكاليف الدراسة. وتحدد اللائحة المعايير والأحكام العامة المتصلة بذلك.,https://www.hrsd.gov.sa/node/5575994,الباب الرابع - التدريب والتأهيل - الفصل الأول - المادة الثالثة والأربعون: - دون إخلال بما تنص عليه اتفاقيات الامتياز وغيرها من الاتفاقيات من شروط وقواعد خاصة بالتدريب والتأهيل ورفع المهارات؛ على كل صاحب عمل أن يؤهل أو يدرب على أعماله من عماله السعوديين النسبة التي تُحدد بقرار من الوزير، ويدخل ضمن هذه النسبة العمال السعوديون الذين يكملون دراساتهم إذا كان صاحب العمل يتحمل تكاليف الدراسة. وتحدد اللائحة المعايير والأحكام العامة المتصلة بذلك.,365,active
4,الباب الرابع,التدريب والتأهيل,الفصل الأول,المادة الرابعة والأربعون:,الرابعة والأربعون,44,44,يجب أن يشتمل برنامج التدريب على المهارة التي يتدرب العامل عليها والقواعد والشروط التي تتبع في التدريب، وعلى مدته وعدد ساعاته والبرامج التدريبية النظرية والعملية، وطريقة الاختبار والشهادات التي تمنح في هذا الشأن. وتحدد اللائحة المعايير والقواعد العامة التي ينبغي اتباعها بهذا الخصوص لرفع مستوى أداء العامل من حيث المهارة والإنتاجية.,https://www.hrsd.gov.sa/node/5575994,الباب الرابع - التدريب والتأهيل - الفصل الأول - المادة الرابعة والأربعون: - يجب أن يشتمل برنامج التدريب على المهارة التي يتدرب العامل عليها والقواعد والشروط التي تتبع في التدريب، وعلى مدته وعدد ساعاته والبرامج التدريبية النظرية والعملية، وطريقة الاختبار والشهادات التي تمنح في هذا الشأن. وتحدد اللائحة المعايير والقواعد العامة التي ينبغي اتباعها بهذا الخصوص لرفع مستوى أداء العامل من حيث المهارة والإنتاجية.,331,active
4,الباب الرابع,التدريب والتأهيل,الفصل الثاني,المادة الخامسة والأربعون:,الخامسة والأربعون,45,45,عقد التأهيل والتدريب عقد يلتزم بمقتضاه صاحب العمل بتأهيل أو تدريب شخص لإعداده في مهنة معينة.,https://www.hrsd.gov.sa/node/5575994,الباب الرابع - التدريب والتأهيل - الفصل الثاني - المادة الخامسة والأربعون: - عقد التأهيل والتدريب عقد يلتزم بمقتضاه صاحب العمل بتأهيل أو تدريب شخص لإعداده في مهنة معينة.,92,active
4,الباب الرابع,التدريب والتأهيل,الفصل الثاني,المادة السادسة والأربعون:,السادسة والأربعون,46,46,يجب أن يكون عقد التأهيل أو التدريب مكتوبًا، وأن يحدد فيه نوع المهنة المتعاقد للتدريب عليها، ومدة التدريب ومراحله المتتابعة، والمهارة المستهدف اكتسابها منه، ومقدار المكافأة التي تعطى للمتدرب في كل مرحلة، على ألا يكون تحديدها على أساس القطعة أو الإنتاج، ويجب أن تُبيَّن في العقد حقوق المتدرب وصاحب العمل وواجباتهما، وما إذا كان التأهيل أو التدريب في منشأة تتبع صاحب العمل أو لدى منشأة أخرى.,https://www.hrsd.gov.sa/node/5575994,الباب الرابع - التدريب والتأهيل - الفصل الثاني - المادة السادسة والأربعون: - يجب أن يكون عقد التأهيل أو التدريب مكتوبًا، وأن يحدد فيه نوع المهنة المتعاقد للتدريب عليها، ومدة التدريب ومراحله المتتابعة، والمهارة المستهدف اكتسابها منه، ومقدار المكافأة التي تعطى للمتدرب في كل مرحلة، على ألا يكون تحديدها على أساس القطعة أو الإنتاج، ويجب أن تُبيَّن في العقد حقوق المتدرب وصاحب العمل وواجباتهما، وما إذا كان التأهيل أو التدريب في منشأة تتبع صاحب العمل أو لدى منشأة أخرى.,388,active
4,الباب الرابع,التدريب والتأهيل,الفصل الثاني,المادة السابعة والأربعون:,السابعة والأربعون,47,47,للوزير أن يلزم المنشآت بقبول عدد أو نسبة محددة من طلاب الجامعات والكليات والمعاهد والمراكز وخريجيها؛ بغية التدريب واستكمال الخبرة العملية، وفق الشروط والأوضاع والمدد التي تحددها اللائحة، على أن يُبرم عقد تدريب بين المتدرب وصاحب العمل تطبق في شأنه الأحكام الواردة في هذا الفصل. وللمنشأة أن تقدم مكافأة للمتدرب.,https://www.hrsd.gov.sa/node/5575994,الباب الرابع - التدريب والتأهيل - الفصل الثاني - المادة السابعة والأربعون: - للوزير أن يلزم المنشآت بقبول عدد أو نسبة محددة من طلاب الجامعات والكليات والمعاهد والمراكز وخريجيها؛ بغية التدريب واستكمال الخبرة العملية، وفق الشروط والأوضاع والمدد التي تحددها اللائحة، على أن يُبرم عقد تدريب بين المتدرب وصاحب العمل تطبق في شأنه الأحكام الواردة في هذا الفصل. وللمنشأة أن تقدم مكافأة للمتدرب.,309,active
4,الباب الرابع,التدريب والتأهيل,الفصل الثاني,المادة الثامنة والأربعون:,الثامنة والأربعون,48,48,لصاحب العمل أن ينهي عقد التأهيل أو التدريب إذا ثبت له عدم قابلية أو قدرة المتدرب أو الخاضع للتأهيل على إكمال برامج التدريب أو التأهيل بصورة مفيدة، وفقاً لتقارير تقويم دورية تضعها المنشأة التي تقدم التدريب أو التأهيل. وللمتدرب أو الخاضع للتأهيل الحق في إنهاء العقد. وعلى الطرف الذي يرغب في إنهاء العقد إبلاغ الطرف الآخر برغبته في ذلك قبل (أسبوع) على الأقل من التاريخ المحدد للإنهاء، وليس لأي من الطرفين أن يطالب الطرف الآخر بالتعويض إلا إذا تضمن العقد حكماً يقضي بذلك. لصاحب العمل - بعد إكمال مدة التدريب أو التأهيل - أن يلزم المتدرب أو الخاضع للتأهيل بأن يعمل لديه مدة مماثلة لمدة التدريب أو التأهيل ، فإن رفض أو امتنع المتدرب أو الخاضع للتأهيل عن العمل المدة المماثلة أو بعضها ؛ وجب عليه أن يدفع لصاحب العمل تكاليف التدريب أو التأهيل التي تحملها صاحب العمل أو بنسبة المدة الباقية منها .,https://www.hrsd.gov.sa/node/5575994,الباب الرابع - التدريب والتأهيل - الفصل الثاني - المادة الثامنة والأربعون: - لصاحب العمل أن ينهي عقد التأهيل أو التدريب إذا ثبت له عدم قابلية أو قدرة المتدرب أو الخاضع للتأهيل على إكمال برامج التدريب أو التأهيل بصورة مفيدة، وفقاً لتقارير تقويم دورية تضعها المنشأة التي تقدم التدريب أو التأهيل. وللمتدرب أو الخاضع للتأهيل الحق في إنهاء العقد. وعلى الطرف الذي يرغب في إنهاء العقد إبلاغ الطرف الآخر برغبته في ذلك قبل (أسبوع) على الأقل من التاريخ المحدد للإنهاء، وليس لأي من الطرفين أن يطالب الطرف الآخر بالتعويض إلا إذا تضمن العقد حكماً يقضي بذلك. لصاحب العمل - بعد إكمال مدة التدريب أو التأهيل - أن يلزم المتدرب أو الخاضع للتأهيل بأن يعمل لديه مدة مماثلة لمدة التدريب أو التأهيل ، فإن رفض أو امتنع المتدرب أو الخاضع للتأهيل عن العمل المدة المماثلة أو بعضها ؛ وجب عليه أن يدفع لصاحب العمل تكاليف التدريب أو التأهيل التي تحملها صاحب العمل أو بنسبة المدة الباقية منها .,787,active
4,الباب الرابع,التدريب والتأهيل,الفصل الثاني,المادة التاسعة والأربعون:,التاسعة والأربعون,49,49,تسري على عقد التأهيل والتدريب الأحكام الواردة في هذا النظام ، الخاصة بالإجازات السنوية والعطلات الرسمية ، والحد الأقصى لساعات العمل ، وفترات الراحة اليومية والراحة الأسبوعية ، وقواعد السلامة والصحة المهنية ، وإصابات العمل وشروطها ، وما يقرره الوزير.,https://www.hrsd.gov.sa/node/5575994,الباب الرابع - التدريب والتأهيل - الفصل الثاني - المادة التاسعة والأربعون: - تسري على عقد التأهيل والتدريب الأحكام الواردة في هذا النظام ، الخاصة بالإجازات السنوية والعطلات الرسمية ، والحد الأقصى لساعات العمل ، وفترات الراحة اليومية والراحة الأسبوعية ، وقواعد السلامة والصحة المهنية ، وإصابات العمل وشروطها ، وما يقرره الوزير.,249,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة الخمسون:,الخمسون,50,50,عقد العمل هو عقد مبرم بين صاحب عمل وعامل ، يتعهد الأخير بموجبه أن يعمل تحت إدارة صاحب العمل أو إشرافه مقابل أجر .,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة الخمسون: - عقد العمل هو عقد مبرم بين صاحب عمل وعامل ، يتعهد الأخير بموجبه أن يعمل تحت إدارة صاحب العمل أو إشرافه مقابل أجر .,113,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة الحادية والخمسون:,الحادية والخمسون,51,51,يجب أن يكتب عقد العمل من نسختين، يحتفظ كل من طرفيه بنسخة منه، ويجب توثيقه وفق الأحكام النظامية ذات الصلة وفي ضوء ما تحدده اللائحة، ويعد العقد قائمًا ولو كان غير مكتوب، وفي هذه الحالة يجوز للعامل وحده إثبات العقد وحقوقه التي نشأت عنه بجميع طرق الإثبات، ويكون لكل من الطرفين أن يطلب كتابة العقد في أي وقت. أما عمال الحكومة والمؤسسات العامة فيقوم قرار أو أمر التعيين الصادر من الجهة المختصة مقام العقد.,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة الحادية والخمسون: - يجب أن يكتب عقد العمل من نسختين، يحتفظ كل من طرفيه بنسخة منه، ويجب توثيقه وفق الأحكام النظامية ذات الصلة وفي ضوء ما تحدده اللائحة، ويعد العقد قائمًا ولو كان غير مكتوب، وفي هذه الحالة يجوز للعامل وحده إثبات العقد وحقوقه التي نشأت عنه بجميع طرق الإثبات، ويكون لكل من الطرفين أن يطلب كتابة العقد في أي وقت. أما عمال الحكومة والمؤسسات العامة فيقوم قرار أو أمر التعيين الصادر من الجهة المختصة مقام العقد.,399,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة الثانية والخمسون:,الثانية والخمسون,52,52,مع مراعاة ما ورد في المادة (السابعة والثلاثين) من هذا النظام، تضع الوزارة نموذجاً موحداً لكل نوع من أنواع عقد العمل، يحتوي بصورة أساسية على: اسم صاحب العمل ومكانه، واسم العامل وجنسيته، وما يلزم لإثبات شخصيته، وعنوان إقامته، والأجر المتفق عليه بما في ذلك المزايا والبدلات، ونوع العمل ومكانه، وتاريخ الالتحاق به، ومدة العقد إن كان محدد المدة، وحقوق كل طرف والتزاماته الأساسية. يجب أن يكون عقد العمل وفق النموذج المشار إليه في الفقرة (1) من هذه المادة، ولطرفي العقد أن يضيفا إليه بنوداً أخرى ، بما لا يتعارض مع أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له .,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة الثانية والخمسون: - مع مراعاة ما ورد في المادة (السابعة والثلاثين) من هذا النظام، تضع الوزارة نموذجاً موحداً لكل نوع من أنواع عقد العمل، يحتوي بصورة أساسية على: اسم صاحب العمل ومكانه، واسم العامل وجنسيته، وما يلزم لإثبات شخصيته، وعنوان إقامته، والأجر المتفق عليه بما في ذلك المزايا والبدلات، ونوع العمل ومكانه، وتاريخ الالتحاق به، ومدة العقد إن كان محدد المدة، وحقوق كل طرف والتزاماته الأساسية. يجب أن يكون عقد العمل وفق النموذج المشار إليه في الفقرة (1) من هذه المادة، ولطرفي العقد أن يضيفا إليه بنوداً أخرى ، بما لا يتعارض مع أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له .,563,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة الثالثة والخمسون :,الثالثة والخمسون,53,53,إذا كان العامل خاضعاً للتجربة، وجب النص على ذلك صراحة في عقد العمل، وتحديد مدتها بوضوح، على ألا يزيد مجموع المدة في جميع الأحوال على (مائة وثمانين) يوماً. وتبين اللائحة الأحكام المتصلة بذلك بما في ذلك ما يتعلق بالإجازات التي لا تدخل في حساب المدة. ولكل من الطرفين الحق في إنهاء العقد خلال هذه المدة.,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة الثالثة والخمسون : - إذا كان العامل خاضعاً للتجربة، وجب النص على ذلك صراحة في عقد العمل، وتحديد مدتها بوضوح، على ألا يزيد مجموع المدة في جميع الأحوال على (مائة وثمانين) يوماً. وتبين اللائحة الأحكام المتصلة بذلك بما في ذلك ما يتعلق بالإجازات التي لا تدخل في حساب المدة. ولكل من الطرفين الحق في إنهاء العقد خلال هذه المدة.,299,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة الرابعة والخمسون:,الرابعة والخمسون,54,54,لا يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد . واستثناء من ذلك يجوز باتفاق طرفي العقد - كتابة - إخضاع العامل لفترة تجربة أخرى بشرط أن تكون في مهنة أخرى أو عمل آخر ، أو أن يكون قد مضى على انتهاء علاقة العامل بصاحب العمل مدة لا تقل عن ستة أشهر . وإذا أنهي العقد خلال فترة التجربة فإن أيًّا من الطرفين لا يستحق تعويضاً ، كما لا يستحق العامل مكافأة نهاية الخدمة عن ذلك .,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة الرابعة والخمسون: - لا يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد . واستثناء من ذلك يجوز باتفاق طرفي العقد - كتابة - إخضاع العامل لفترة تجربة أخرى بشرط أن تكون في مهنة أخرى أو عمل آخر ، أو أن يكون قد مضى على انتهاء علاقة العامل بصاحب العمل مدة لا تقل عن ستة أشهر . وإذا أنهي العقد خلال فترة التجربة فإن أيًّا من الطرفين لا يستحق تعويضاً ، كما لا يستحق العامل مكافأة نهاية الخدمة عن ذلك .,388,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة الخامسة والخمسون:,الخامسة والخمسون,55,55,ينتهي عقد العمل المحدد المدة بانقضاء مدته ، فإذا استمر طرفاه في تنفيذه عدّ العقد مجدداً لمدة غير محددة . مع مراعاة ما نصت عليه المادة (السابعة والثلاثون) من هذا النظام بالنسبة إلى غير السعوديين . إذا تضمن العقد المحدد المدة شرطاً يقضي بتجديده لمدة مماثلة أو لمدة محددة ، فإنه يتجدد للمدة المتفق عليها . فإن تعدد التجديد ثلاث مرات متتالية ، أو بلغت مدة العقد الأصلي مع مدة التجديد أربع سنوات أيهما أقل واستمر الطرفان في تنفيذه ؛ تحوّل العقد إلى عقد غير محدد المدة .,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة الخامسة والخمسون: - ينتهي عقد العمل المحدد المدة بانقضاء مدته ، فإذا استمر طرفاه في تنفيذه عدّ العقد مجدداً لمدة غير محددة . مع مراعاة ما نصت عليه المادة (السابعة والثلاثون) من هذا النظام بالنسبة إلى غير السعوديين . إذا تضمن العقد المحدد المدة شرطاً يقضي بتجديده لمدة مماثلة أو لمدة محددة ، فإنه يتجدد للمدة المتفق عليها . فإن تعدد التجديد ثلاث مرات متتالية ، أو بلغت مدة العقد الأصلي مع مدة التجديد أربع سنوات أيهما أقل واستمر الطرفان في تنفيذه ؛ تحوّل العقد إلى عقد غير محدد المدة .,464,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة السادسة والخمسون:,السادسة والخمسون,56,56,في جميع الحالات التي يتجدد فيها العقد لمدة محددة ، تعد المدة التي تجدد إليها العقد امتداداً للمدة الأصلية في تحديد حقوق العامل التي تدخل مدة الخدمة في حسابها .,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة السادسة والخمسون: - في جميع الحالات التي يتجدد فيها العقد لمدة محددة ، تعد المدة التي تجدد إليها العقد امتداداً للمدة الأصلية في تحديد حقوق العامل التي تدخل مدة الخدمة في حسابها .,159,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة السابعة والخمسون:,السابعة والخمسون,57,57,إذا كان العقد من أجل القيام بعمل معين ، فإنه ينتهي بإنجاز العمل المتفق عليه .,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة السابعة والخمسون: - إذا كان العقد من أجل القيام بعمل معين ، فإنه ينتهي بإنجاز العمل المتفق عليه .,77,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة الثامنة والخمسون:,الثامنة والخمسون,58,58,لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته - كتابةً - من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته . لصاحب العمل - في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة - تكليف العامل بعمل في مكان يختلف عن المكان المتفق عليه دون اشتراط موافقته ، على أن يتحمل صاحب العمل تكاليف انتقال العامل وإقامته خلال تلك المدة.,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة الثامنة والخمسون: - لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته - كتابةً - من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته . لصاحب العمل - في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة - تكليف العامل بعمل في مكان يختلف عن المكان المتفق عليه دون اشتراط موافقته ، على أن يتحمل صاحب العمل تكاليف انتقال العامل وإقامته خلال تلك المدة.,358,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة التاسعة والخمسون:,التاسعة والخمسون,59,59,لا يجوز نقل العامل ذي الأجر الشهري إلى فئة عمال اليومية أو العمال المعينين بالأجر الأسبوعي أو بالقطعة أو بالساعة ، إلا إذا وافق العامل على ذلك كتابة ، ومع عدم الإخلال بالحقوق التي اكتسبها العامل في المدة التي قضاها بالأجر الشهري .,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة التاسعة والخمسون: - لا يجوز نقل العامل ذي الأجر الشهري إلى فئة عمال اليومية أو العمال المعينين بالأجر الأسبوعي أو بالقطعة أو بالساعة ، إلا إذا وافق العامل على ذلك كتابة ، ومع عدم الإخلال بالحقوق التي اكتسبها العامل في المدة التي قضاها بالأجر الشهري .,230,active
5,الباب الخامس,علاقات العمل,الفصل الأول,المادة الستون:,الستون,60,60,مع عدم الإخلال بما تضمنته المادة (الثامنة و الثلاثون) من هذا النظام ، لا يجوز تكليف العامل بعمل يختلف إختلافاً جوهرياً عن العمل المتفق عليه بغير موافقته الكتابية ، إلا في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة .,https://www.hrsd.gov.sa/node/5576001,الباب الخامس - علاقات العمل - الفصل الأول - المادة الستون: - مع عدم الإخلال بما تضمنته المادة (الثامنة و الثلاثون) من هذا النظام ، لا يجوز تكليف العامل بعمل يختلف إختلافاً جوهرياً عن العمل المتفق عليه بغير موافقته الكتابية ، إلا في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة .,251,active
